SampID,Compound,Area,Cruise
220602_Smp_TN397_MQBlkF_B,Homarine,NA,TN397
220602_Smp_TN397_MQBlkF_C,Homarine,NA,TN397
220602_Smp_CXSPE_Blk1_A,Proline betaine,251703,TN397
220602_Smp_CXSPE_Blk1_B,Proline betaine,327256,TN397
220602_Smp_CXSPE_Blk1_C,Proline betaine,234064,TN397
220602_Smp_CXSPE_Blk2_A,Proline betaine,288130,TN397
220602_Smp_CXSPE_Blk2_B,Proline betaine,47896,TN397
220602_Smp_CXSPE_Blk2_C,Proline betaine,195468,TN397
220602_Smp_CXSPE_Blk3_A,Proline betaine,220045,TN397
220602_Smp_CXSPE_Blk3_B,Proline betaine,110802,TN397
220602_Smp_CXSPE_Blk3_C,Proline betaine,80410,TN397
220602_Smp_CXSPE_Blk4_A,Proline betaine,64578,TN397
220602_Smp_CXSPE_Blk4_B,Proline betaine,139467,TN397
220602_Smp_CXSPE_Blk4_C,Proline betaine,173976,TN397
220602_Smp_CXSPE_Blk5_A,Proline betaine,621028,TN397
220602_Smp_CXSPE_Blk5_B,Proline betaine,132097,TN397
220602_Smp_CXSPE_Blk5_C,Proline betaine,172146,TN397
220602_Smp_KM1906_GBT_F2_T0_A,Proline betaine,6460640,TN397
220602_Smp_KM1906_GBT_F2_T0_B,Proline betaine,3236282,TN397
220602_Smp_KM1906_GBT_F2_T0_C,Proline betaine,2034588,TN397
220602_Smp_KM1906_GBTK1_0nM_A,Proline betaine,2053464,TN397
220602_Smp_KM1906_GBTK1_0nM_B,Proline betaine,2056258,TN397
220602_Smp_KM1906_GBTK1_0nM_C,Proline betaine,2399024,TN397
220602_Smp_TN397_CXC_Blk_A,Proline betaine,1714987,TN397
220602_Smp_TN397_CXC_Blk_B,Proline betaine,594792,TN397
220602_Smp_TN397_CXC_Blk_C,Proline betaine,481742,TN397
220602_Smp_TN397_MQBlk1_A,Proline betaine,292599,TN397
220602_Smp_TN397_MQBlk1_B,Proline betaine,244675,TN397
220602_Smp_TN397_MQBlk1_C,Proline betaine,115608,TN397
220602_Smp_TN397_MQBlkF_A,Proline betaine,421376,TN397
220602_Smp_TN397_MQBlkF_B,Proline betaine,304598,TN397
220602_Smp_TN397_MQBlkF_C,Proline betaine,390258,TN397
220602_Smp_CXSPE_Blk1_A,Trigonelline,101306,TN397
220602_Smp_CXSPE_Blk1_B,Trigonelline,2097623,TN397
220602_Smp_CXSPE_Blk1_C,Trigonelline,220134,TN397
220602_Smp_CXSPE_Blk2_A,Trigonelline,3778067,TN397
220602_Smp_CXSPE_Blk2_B,Trigonelline,2454556,TN397
220602_Smp_CXSPE_Blk2_C,Trigonelline,882269,TN397
220602_Smp_CXSPE_Blk3_A,Trigonelline,8451638,TN397
220602_Smp_CXSPE_Blk3_B,Trigonelline,9430245,TN397
220602_Smp_CXSPE_Blk3_C,Trigonelline,995883,TN397
220602_Smp_CXSPE_Blk4_A,Trigonelline,533635,TN397
220602_Smp_CXSPE_Blk4_B,Trigonelline,498878,TN397
220602_Smp_CXSPE_Blk4_C,Trigonelline,725167,TN397
220602_Smp_CXSPE_Blk5_A,Trigonelline,768453,TN397
220602_Smp_CXSPE_Blk5_B,Trigonelline,774920,TN397
220602_Smp_CXSPE_Blk5_C,Trigonelline,758926,TN397
220602_Smp_KM1906_GBT_F2_T0_A,Trigonelline,29401406,TN397
220602_Smp_KM1906_GBT_F2_T0_B,Trigonelline,15211907,TN397
220602_Smp_KM1906_GBT_F2_T0_C,Trigonelline,12071318,TN397
220602_Smp_KM1906_GBTK1_0nM_A,Trigonelline,13699506,TN397
220602_Smp_KM1906_GBTK1_0nM_B,Trigonelline,12709069,TN397
220602_Smp_KM1906_GBTK1_0nM_C,Trigonelline,11439941,TN397
220602_Smp_TN397_CXC_Blk_A,Trigonelline,2743890,TN397
220602_Smp_TN397_CXC_Blk_B,Trigonelline,851945,TN397
220602_Smp_TN397_CXC_Blk_C,Trigonelline,1465450,TN397
220602_Smp_TN397_MQBlk1_A,Trigonelline,2869509,TN397
220602_Smp_TN397_MQBlk1_B,Trigonelline,4034207,TN397
220602_Smp_TN397_MQBlk1_C,Trigonelline,595802,TN397
220602_Smp_TN397_MQBlkF_A,Trigonelline,1920123,TN397
220602_Smp_TN397_MQBlkF_B,Trigonelline,8295293,TN397
220602_Smp_TN397_MQBlkF_C,Trigonelline,1354151,TN397
220602_Smp_CXSPE_Blk1_A,Trimethylamine N-oxide,181175,TN397
220602_Smp_CXSPE_Blk1_B,Trimethylamine N-oxide,381892,TN397
220602_Smp_CXSPE_Blk1_C,Trimethylamine N-oxide,403537,TN397
220602_Smp_CXSPE_Blk2_A,Trimethylamine N-oxide,68917,TN397
220602_Smp_CXSPE_Blk2_B,Trimethylamine N-oxide,46054,TN397
220602_Smp_CXSPE_Blk2_C,Trimethylamine N-oxide,7212,TN397
220602_Smp_CXSPE_Blk3_A,Trimethylamine N-oxide,32764,TN397
220602_Smp_CXSPE_Blk3_B,Trimethylamine N-oxide,206294,TN397
220602_Smp_CXSPE_Blk3_C,Trimethylamine N-oxide,153600,TN397
220602_Smp_CXSPE_Blk4_A,Trimethylamine N-oxide,12928,TN397
220602_Smp_CXSPE_Blk4_B,Trimethylamine N-oxide,341742,TN397
220602_Smp_CXSPE_Blk4_C,Trimethylamine N-oxide,38954,TN397
220602_Smp_CXSPE_Blk5_A,Trimethylamine N-oxide,53450,TN397
220602_Smp_CXSPE_Blk5_B,Trimethylamine N-oxide,67096,TN397
220602_Smp_CXSPE_Blk5_C,Trimethylamine N-oxide,68017,TN397
220602_Smp_KM1906_GBT_F2_T0_A,Trimethylamine N-oxide,67964432,TN397
220602_Smp_KM1906_GBT_F2_T0_B,Trimethylamine N-oxide,47251484,TN397
220602_Smp_KM1906_GBT_F2_T0_C,Trimethylamine N-oxide,23507674,TN397
220602_Smp_KM1906_GBTK1_0nM_A,Trimethylamine N-oxide,59345472,TN397
220602_Smp_KM1906_GBTK1_0nM_B,Trimethylamine N-oxide,48314808,TN397
220602_Smp_KM1906_GBTK1_0nM_C,Trimethylamine N-oxide,31018658,TN397
220602_Smp_TN397_CXC_Blk_A,Trimethylamine N-oxide,685469,TN397
220602_Smp_TN397_CXC_Blk_B,Trimethylamine N-oxide,201828,TN397
220602_Smp_TN397_CXC_Blk_C,Trimethylamine N-oxide,305652,TN397
220602_Smp_TN397_MQBlk1_A,Trimethylamine N-oxide,15381,TN397
220602_Smp_TN397_MQBlk1_B,Trimethylamine N-oxide,227978,TN397
220602_Smp_TN397_MQBlk1_C,Trimethylamine N-oxide,181203,TN397
220602_Smp_TN397_MQBlkF_A,Trimethylamine N-oxide,634303,TN397
220602_Smp_TN397_MQBlkF_B,Trimethylamine N-oxide,740601,TN397
220602_Smp_TN397_MQBlkF_C,Trimethylamine N-oxide,29239,TN397
220602_Smp_TN397_UCH1_Gluc_A,beta-Alaninebetaine,9173737,TN397
220602_Smp_TN397_UCH1_Gluc_B,beta-Alaninebetaine,6032530,TN397
220602_Smp_TN397_UCH1_Gluc_C,beta-Alaninebetaine,6951792,TN397
220602_Smp_TN397_UKH1_0nM_A,beta-Alaninebetaine,9853715,TN397
220602_Smp_TN397_UKH1_0nM_B,beta-Alaninebetaine,15950710,TN397
220602_Smp_TN397_UKH1_0nM_C,beta-Alaninebetaine,14562843,TN397
220602_Smp_TN397_UKH2_0nM_A,beta-Alaninebetaine,16061884,TN397
220602_Smp_TN397_UKH2_0nM_B,beta-Alaninebetaine,17791696,TN397
220602_Smp_TN397_UKH2_0nM_C,beta-Alaninebetaine,19992488,TN397
220602_Smp_TN397_UKH3_0nM_A,beta-Alaninebetaine,48264228,TN397
220602_Smp_TN397_UKH3_0nM_B,beta-Alaninebetaine,60708716,TN397
220602_Smp_TN397_UKH3_0nM_C,beta-Alaninebetaine,64553348,TN397
220602_Smp_TN397_UKH4_0nM_A,beta-Alaninebetaine,47613884,TN397
220602_Smp_TN397_UKH4_0nM_B,beta-Alaninebetaine,45361832,TN397
220602_Smp_TN397_UKH4_0nM_C,beta-Alaninebetaine,29132904,TN397
220602_Smp_TN397_UKH5_0nM_A,beta-Alaninebetaine,34349644,TN397
220602_Smp_TN397_UKH5_0nM_B,beta-Alaninebetaine,34105928,TN397
220602_Smp_TN397_UKH5_0nM_C,beta-Alaninebetaine,71234592,TN397
220602_Smp_TN397_UCH1_Gluc_A,Betonicine,1637661,TN397
220602_Smp_TN397_UCH1_Gluc_B,Betonicine,1709718,TN397
220602_Smp_TN397_UCH1_Gluc_C,Betonicine,1675429,TN397
220602_Smp_TN397_UKH1_0nM_A,Betonicine,1919521,TN397
220602_Smp_TN397_UKH1_0nM_B,Betonicine,2265381,TN397
220602_Smp_TN397_UKH1_0nM_C,Betonicine,1968514,TN397
220602_Smp_TN397_UKH2_0nM_A,Betonicine,1816897,TN397
220602_Smp_TN397_UKH2_0nM_B,Betonicine,2063231,TN397
220602_Smp_TN397_UKH2_0nM_C,Betonicine,1853107,TN397
220602_Smp_TN397_UKH3_0nM_A,Betonicine,2629150,TN397
220602_Smp_TN397_UKH3_0nM_B,Betonicine,3166038,TN397
220602_Smp_TN397_UKH3_0nM_C,Betonicine,3378554,TN397
220602_Smp_TN397_UKH4_0nM_A,Betonicine,2792368,TN397
220602_Smp_TN397_UKH4_0nM_B,Betonicine,1928774,TN397
220602_Smp_TN397_UKH4_0nM_C,Betonicine,1983241,TN397
220602_Smp_TN397_UKH5_0nM_A,Betonicine,2203003,TN397
220602_Smp_TN397_UKH5_0nM_B,Betonicine,1689588,TN397
220602_Smp_TN397_UKH5_0nM_C,Betonicine,2634640,TN397
220602_Smp_TN397_UCH1_Gluc_A,Dimethylsulfonioacetate,10102505,TN397
220602_Smp_TN397_UCH1_Gluc_B,Dimethylsulfonioacetate,12022035,TN397
220602_Smp_TN397_UCH1_Gluc_C,Dimethylsulfonioacetate,9248302,TN397
220602_Smp_TN397_UKH1_0nM_A,Dimethylsulfonioacetate,7724087,TN397
220602_Smp_TN397_UKH1_0nM_B,Dimethylsulfonioacetate,8739229,TN397
220602_Smp_TN397_UKH1_0nM_C,Dimethylsulfonioacetate,8478610,TN397
220602_Smp_TN397_UKH2_0nM_A,Dimethylsulfonioacetate,5518282,TN397
220602_Smp_TN397_UKH2_0nM_B,Dimethylsulfonioacetate,5740625,TN397
220602_Smp_TN397_UKH2_0nM_C,Dimethylsulfonioacetate,8102719,TN397
220602_Smp_TN397_UKH3_0nM_A,Dimethylsulfonioacetate,4882429,TN397
220602_Smp_TN397_UKH3_0nM_B,Dimethylsulfonioacetate,6810817,TN397
220602_Smp_TN397_UKH3_0nM_C,Dimethylsulfonioacetate,6268083,TN397
220602_Smp_TN397_UKH4_0nM_A,Dimethylsulfonioacetate,14465170,TN397
220602_Smp_TN397_UKH4_0nM_B,Dimethylsulfonioacetate,12804781,TN397
220602_Smp_TN397_UKH4_0nM_C,Dimethylsulfonioacetate,8575430,TN397
220602_Smp_TN397_UKH5_0nM_A,Dimethylsulfonioacetate,2535825,TN397
220602_Smp_TN397_UKH5_0nM_B,Dimethylsulfonioacetate,2208537,TN397
220602_Smp_TN397_UKH5_0nM_C,Dimethylsulfonioacetate,5787221,TN397
220602_Smp_TN397_UCH1_Gluc_A,Dimethylsulfoniopropionate,67270816,TN397
220602_Smp_TN397_UCH1_Gluc_B,Dimethylsulfoniopropionate,78053208,TN397
220602_Smp_TN397_UCH1_Gluc_C,Dimethylsulfoniopropionate,53118304,TN397
220602_Smp_TN397_UKH1_0nM_A,Dimethylsulfoniopropionate,63836688,TN397
220602_Smp_TN397_UKH1_0nM_B,Dimethylsulfoniopropionate,104940136,TN397
220602_Smp_TN397_UKH1_0nM_C,Dimethylsulfoniopropionate,95104176,TN397
220602_Smp_TN397_UKH2_0nM_A,Dimethylsulfoniopropionate,60587472,TN397
220602_Smp_TN397_UKH2_0nM_B,Dimethylsulfoniopropionate,74655400,TN397
220602_Smp_TN397_UKH2_0nM_C,Dimethylsulfoniopropionate,125626952,TN397
220602_Smp_TN397_UKH3_0nM_A,Dimethylsulfoniopropionate,88215112,TN397
220602_Smp_TN397_UKH3_0nM_B,Dimethylsulfoniopropionate,108701160,TN397
220602_Smp_TN397_UKH3_0nM_C,Dimethylsulfoniopropionate,237322720,TN397
220602_Smp_TN397_UKH4_0nM_A,Dimethylsulfoniopropionate,234338112,TN397
220602_Smp_TN397_UKH4_0nM_B,Dimethylsulfoniopropionate,207405264,TN397
220602_Smp_TN397_UKH4_0nM_C,Dimethylsulfoniopropionate,162229984,TN397
220602_Smp_TN397_UKH5_0nM_A,Dimethylsulfoniopropionate,61228800,TN397
220602_Smp_TN397_UKH5_0nM_B,Dimethylsulfoniopropionate,63092380,TN397
220602_Smp_TN397_UKH5_0nM_C,Dimethylsulfoniopropionate,117444648,TN397
220602_Smp_TN397_UCH1_Gluc_A,Glycine betaine,94608008,TN397
220602_Smp_TN397_UCH1_Gluc_B,Glycine betaine,106884544,TN397
220602_Smp_TN397_UCH1_Gluc_C,Glycine betaine,86269272,TN397
220602_Smp_TN397_UKH1_0nM_A,Glycine betaine,97583200,TN397
220602_Smp_TN397_UKH1_0nM_B,Glycine betaine,122505344,TN397
220602_Smp_TN397_UKH1_0nM_C,Glycine betaine,101092816,TN397
220602_Smp_TN397_UKH2_0nM_A,Glycine betaine,73454544,TN397
220602_Smp_TN397_UKH2_0nM_B,Glycine betaine,91589408,TN397
220602_Smp_TN397_UKH2_0nM_C,Glycine betaine,133669048,TN397
220602_Smp_TN397_UKH3_0nM_A,Glycine betaine,216657792,TN397
220602_Smp_TN397_UKH3_0nM_B,Glycine betaine,256807584,TN397
220602_Smp_TN397_UKH3_0nM_C,Glycine betaine,276817088,TN397
220602_Smp_TN397_UKH4_0nM_A,Glycine betaine,313974944,TN397
220602_Smp_TN397_UKH4_0nM_B,Glycine betaine,279855200,TN397
220602_Smp_TN397_UKH4_0nM_C,Glycine betaine,235775056,TN397
220602_Smp_TN397_UKH5_0nM_A,Glycine betaine,171751632,TN397
220602_Smp_TN397_UKH5_0nM_B,Glycine betaine,106093752,TN397
220602_Smp_TN397_UKH5_0nM_C,Glycine betaine,191543120,TN397
220602_Smp_TN397_UCH1_Gluc_A,Gonyol,2405449,TN397
220602_Smp_TN397_UCH1_Gluc_B,Gonyol,6306430,TN397
220602_Smp_TN397_UCH1_Gluc_C,Gonyol,2003541,TN397
220602_Smp_TN397_UKH1_0nM_A,Gonyol,1883995,TN397
220602_Smp_TN397_UKH1_0nM_B,Gonyol,8280313,TN397
220602_Smp_TN397_UKH1_0nM_C,Gonyol,3676577,TN397
220602_Smp_TN397_UKH2_0nM_A,Gonyol,4090992,TN397
220602_Smp_TN397_UKH2_0nM_B,Gonyol,4881846,TN397
220602_Smp_TN397_UKH2_0nM_C,Gonyol,5121401,TN397
220602_Smp_TN397_UKH3_0nM_A,Gonyol,6606222,TN397
220602_Smp_TN397_UKH3_0nM_B,Gonyol,7609282,TN397
220602_Smp_TN397_UKH3_0nM_C,Gonyol,9022079,TN397
220602_Smp_TN397_UKH4_0nM_A,Gonyol,5018121,TN397
220602_Smp_TN397_UKH4_0nM_B,Gonyol,5039866,TN397
220602_Smp_TN397_UKH4_0nM_C,Gonyol,4355758,TN397
220602_Smp_TN397_UKH5_0nM_A,Gonyol,5848298,TN397
220602_Smp_TN397_UKH5_0nM_B,Gonyol,2574247,TN397
220602_Smp_TN397_UKH5_0nM_C,Gonyol,4782139,TN397
220602_Smp_TN397_UCH1_Gluc_A,Homarine,3004649,TN397
220602_Smp_TN397_UCH1_Gluc_B,Homarine,3234627,TN397
220602_Smp_TN397_UCH1_Gluc_C,Homarine,2130309,TN397
220602_Smp_TN397_UKH1_0nM_A,Homarine,3168985,TN397
220602_Smp_TN397_UKH1_0nM_B,Homarine,5667284,TN397
220602_Smp_TN397_UKH1_0nM_C,Homarine,2685458,TN397
220602_Smp_TN397_UKH2_0nM_A,Homarine,6517263,TN397
220602_Smp_TN397_UKH2_0nM_B,Homarine,10123669,TN397
220602_Smp_TN397_UKH2_0nM_C,Homarine,15043282,TN397
220602_Smp_TN397_UKH3_0nM_A,Homarine,17690530,TN397
220602_Smp_TN397_UKH3_0nM_B,Homarine,25677404,TN397
220602_Smp_TN397_UKH3_0nM_C,Homarine,19606148,TN397
220602_Smp_TN397_UKH4_0nM_A,Homarine,41391100,TN397
220602_Smp_TN397_UKH4_0nM_B,Homarine,47245516,TN397
220602_Smp_TN397_UKH4_0nM_C,Homarine,51910728,TN397
220602_Smp_TN397_UKH5_0nM_A,Homarine,17826538,TN397
220602_Smp_TN397_UKH5_0nM_B,Homarine,11652755,TN397
220602_Smp_TN397_UKH5_0nM_C,Homarine,17368910,TN397
220602_Smp_TN397_UCH1_Gluc_A,Proline betaine,664972,TN397
220602_Smp_TN397_UCH1_Gluc_B,Proline betaine,780859,TN397
220602_Smp_TN397_UCH1_Gluc_C,Proline betaine,835911,TN397
220602_Smp_TN397_UKH1_0nM_A,Proline betaine,871665,TN397
220602_Smp_TN397_UKH1_0nM_B,Proline betaine,959141,TN397
220602_Smp_TN397_UKH1_0nM_C,Proline betaine,791519,TN397
220602_Smp_TN397_UKH2_0nM_A,Proline betaine,910619,TN397
220602_Smp_TN397_UKH2_0nM_B,Proline betaine,1393134,TN397
220602_Smp_TN397_UKH2_0nM_C,Proline betaine,1293062,TN397
220602_Smp_TN397_UKH3_0nM_A,Proline betaine,1381004,TN397
220602_Smp_TN397_UKH3_0nM_B,Proline betaine,1403525,TN397
220602_Smp_TN397_UKH3_0nM_C,Proline betaine,1532901,TN397
220602_Smp_TN397_UKH4_0nM_A,Proline betaine,1555434,TN397
220602_Smp_TN397_UKH4_0nM_B,Proline betaine,883146,TN397
220602_Smp_TN397_UKH4_0nM_C,Proline betaine,1320467,TN397
220602_Smp_TN397_UKH5_0nM_A,Proline betaine,1182960,TN397
220602_Smp_TN397_UKH5_0nM_B,Proline betaine,947489,TN397
220602_Smp_TN397_UKH5_0nM_C,Proline betaine,972133,TN397
220602_Smp_TN397_UCH1_Gluc_A,Trigonelline,5776419,TN397
220602_Smp_TN397_UCH1_Gluc_B,Trigonelline,2948411,TN397
220602_Smp_TN397_UCH1_Gluc_C,Trigonelline,1174276,TN397
220602_Smp_TN397_UKH1_0nM_A,Trigonelline,5887420,TN397
220602_Smp_TN397_UKH1_0nM_B,Trigonelline,4485050,TN397
220602_Smp_TN397_UKH1_0nM_C,Trigonelline,3039228,TN397
220602_Smp_TN397_UKH2_0nM_A,Trigonelline,3178937,TN397
220602_Smp_TN397_UKH2_0nM_B,Trigonelline,4542909,TN397
220602_Smp_TN397_UKH2_0nM_C,Trigonelline,4752909,TN397
220602_Smp_TN397_UKH3_0nM_A,Trigonelline,5445653,TN397
220602_Smp_TN397_UKH3_0nM_B,Trigonelline,4475964,TN397
220602_Smp_TN397_UKH3_0nM_C,Trigonelline,5740688,TN397
220602_Smp_TN397_UKH4_0nM_A,Trigonelline,6468344,TN397
220602_Smp_TN397_UKH4_0nM_B,Trigonelline,6546798,TN397
220602_Smp_TN397_UKH4_0nM_C,Trigonelline,8149753,TN397
220602_Smp_TN397_UKH5_0nM_A,Trigonelline,4278992,TN397
220602_Smp_TN397_UKH5_0nM_B,Trigonelline,3606753,TN397
220602_Smp_TN397_UKH5_0nM_C,Trigonelline,3696005,TN397
220602_Smp_TN397_UCH1_Gluc_A,Trimethylamine N-oxide,8744258,TN397
220602_Smp_TN397_UCH1_Gluc_B,Trimethylamine N-oxide,13923822,TN397
220602_Smp_TN397_UCH1_Gluc_C,Trimethylamine N-oxide,6763491,TN397
220602_Smp_TN397_UKH1_0nM_A,Trimethylamine N-oxide,3913469,TN397
220602_Smp_TN397_UKH1_0nM_B,Trimethylamine N-oxide,6033833,TN397
220602_Smp_TN397_UKH1_0nM_C,Trimethylamine N-oxide,3830691,TN397
220602_Smp_TN397_UKH2_0nM_A,Trimethylamine N-oxide,12603458,TN397
220602_Smp_TN397_UKH2_0nM_B,Trimethylamine N-oxide,27893482,TN397
220602_Smp_TN397_UKH2_0nM_C,Trimethylamine N-oxide,54249016,TN397
220602_Smp_TN397_UKH3_0nM_A,Trimethylamine N-oxide,26072570,TN397
220602_Smp_TN397_UKH3_0nM_B,Trimethylamine N-oxide,51102928,TN397
220602_Smp_TN397_UKH3_0nM_C,Trimethylamine N-oxide,29326498,TN397
220602_Smp_TN397_UKH4_0nM_A,Trimethylamine N-oxide,43470620,TN397
220602_Smp_TN397_UKH4_0nM_B,Trimethylamine N-oxide,33158868,TN397
220602_Smp_TN397_UKH4_0nM_C,Trimethylamine N-oxide,64335704,TN397
220602_Smp_TN397_UKH5_0nM_A,Trimethylamine N-oxide,58373048,TN397
220602_Smp_TN397_UKH5_0nM_B,Trimethylamine N-oxide,37118036,TN397
220602_Smp_TN397_UKH5_0nM_C,Trimethylamine N-oxide,25314768,TN397
240102_Std_4uMStdsMix1InH2O_1,Trimethylamine N-oxide,965525,KinExp
240102_Std_4uMStdsMix1InH2O_2,Trimethylamine N-oxide,122580,KinExp
240102_Std_4uMStdsMix1InMatrix_1,Trimethylamine N-oxide,121292240,KinExp
240102_Std_4uMStdsMix1InMatrix_2,Trimethylamine N-oxide,120022864,KinExp
240102_Std_4uMStdsMix2InH2O_1,Trimethylamine N-oxide,2062227840,KinExp
240102_Std_4uMStdsMix2InH2O_2,Trimethylamine N-oxide,2465636608,KinExp
240102_Std_4uMStdsMix2InMatrix_1,Trimethylamine N-oxide,2208073472,KinExp
240102_Std_4uMStdsMix2InMatrix_2,Trimethylamine N-oxide,2540985856,KinExp
240102_Std_H2OinMatrix_1,Trimethylamine N-oxide,104577200,KinExp
240102_Std_H2OinMatrix_2,Trimethylamine N-oxide,117496144,KinExp
240102_Poo_PooKinDissSept23_Full1,Trimethylamine N-oxide,172486928,KinExp
240102_Poo_PooKinDissSept23_Full2,Trimethylamine N-oxide,180354624,KinExp
240102_Poo_PooKinDissSept23_Full3,Trimethylamine N-oxide,175224672,KinExp
240102_Poo_PooKinDissSept23_Full4,Trimethylamine N-oxide,180721680,KinExp
240102_Poo_PooKinDissSept23_Half1,Trimethylamine N-oxide,86485528,KinExp
240102_Poo_PooKinDissSept23_Half2,Trimethylamine N-oxide,91229696,KinExp
240102_Poo_PooKinDissSept23_Half3,Trimethylamine N-oxide,90983432,KinExp
240102_Poo_PooKinDissSept23_Half4,Trimethylamine N-oxide,95246080,KinExp
240102_Smp_G5_UKG1_A,Trimethylamine N-oxide,29355506,KinExp
240102_Smp_G5_UKG1_B,Trimethylamine N-oxide,37232728,KinExp
240102_Smp_G5_UKG1_C,Trimethylamine N-oxide,19891312,KinExp
240102_Smp_LabBlk1_A,Trimethylamine N-oxide,3989616,KinExp
240102_Smp_LabBlk1_B,Trimethylamine N-oxide,4659417,KinExp
240102_Smp_LabBlk1_C,Trimethylamine N-oxide,3261854,KinExp
240102_Smp_LabBlk2_A,Trimethylamine N-oxide,1195195,KinExp
240102_Smp_LabBlk2_B,Trimethylamine N-oxide,4779173,KinExp
240102_Smp_LabBlk2_C,Trimethylamine N-oxide,3107133,KinExp
240102_Smp_LabBlk3_A,Trimethylamine N-oxide,1524834,KinExp
240102_Smp_LabBlk3_B,Trimethylamine N-oxide,5230514,KinExp
240102_Smp_LabBlk3_C,Trimethylamine N-oxide,7839448,KinExp
240102_Smp_LabBlk4_A,Trimethylamine N-oxide,1388396,KinExp
240102_Smp_LabBlk4_B,Trimethylamine N-oxide,2253160,KinExp
240102_Smp_LabBlk4_C,Trimethylamine N-oxide,3828456,KinExp
240102_Smp_LabBlk5_A,Trimethylamine N-oxide,3757247,KinExp
240102_Smp_LabBlk5_B,Trimethylamine N-oxide,2884909,KinExp
240102_Smp_LabBlk5_C,Trimethylamine N-oxide,3796837,KinExp
240102_Smp_RC078_S7_C3_D6_A,Trimethylamine N-oxide,427517152,KinExp
240102_Smp_RC078_S7_C3_D6_B,Trimethylamine N-oxide,818563840,KinExp
240102_Smp_RC078_S7_C3_D6_C,Trimethylamine N-oxide,445253952,KinExp
240102_Smp_RC078_UKH1_A,Trimethylamine N-oxide,58163060,KinExp
240102_Smp_RC078_UKH1_B,Trimethylamine N-oxide,28170948,KinExp
240102_Smp_RC078_UKH1_C,Trimethylamine N-oxide,401185440,KinExp
240102_Smp_RC078_UKH2_A,Trimethylamine N-oxide,298476384,KinExp
240102_Smp_RC078_UKH2_B,Trimethylamine N-oxide,246527984,KinExp
240102_Smp_RC078_UKH2_C,Trimethylamine N-oxide,275057824,KinExp
240102_Smp_RC104_UCH1_A,Trimethylamine N-oxide,45657096,KinExp
240102_Smp_RC104_UCH1_B,Trimethylamine N-oxide,37536680,KinExp
240102_Smp_RC104_UCH1_C,Trimethylamine N-oxide,37647996,KinExp
240102_Smp_RC104_UKH1_A,Trimethylamine N-oxide,60925276,KinExp
240102_Smp_RC104_UKH1_B,Trimethylamine N-oxide,64414672,KinExp
240102_Smp_RC104_UKH1_C,Trimethylamine N-oxide,65134668,KinExp
240102_Std_4uMStdsMix1InH2O_1,Glycine betaine,NA,KinExp
240102_Std_4uMStdsMix1InH2O_2,Glycine betaine,NA,KinExp
240102_Std_4uMStdsMix1InMatrix_1,Glycine betaine,2230513664,KinExp
240102_Std_4uMStdsMix1InMatrix_2,Glycine betaine,1996329984,KinExp
240102_Std_4uMStdsMix2InH2O_1,Glycine betaine,10264062976,KinExp
240102_Std_4uMStdsMix2InH2O_2,Glycine betaine,11614645248,KinExp
240102_Std_4uMStdsMix2InMatrix_1,Glycine betaine,12460505088,KinExp
240102_Std_4uMStdsMix2InMatrix_2,Glycine betaine,13768193024,KinExp
240102_Std_H2OinMatrix_1,Glycine betaine,2011804928,KinExp
240102_Std_H2OinMatrix_2,Glycine betaine,2180791040,KinExp
240102_Poo_PooKinDissSept23_Full1,Glycine betaine,3576890112,KinExp
240102_Poo_PooKinDissSept23_Full2,Glycine betaine,3401897472,KinExp
240102_Poo_PooKinDissSept23_Full3,Glycine betaine,3685543168,KinExp
240102_Poo_PooKinDissSept23_Full4,Glycine betaine,3721274368,KinExp
240102_Poo_PooKinDissSept23_Half1,Glycine betaine,1878989312,KinExp
240102_Poo_PooKinDissSept23_Half2,Glycine betaine,1756254208,KinExp
240102_Poo_PooKinDissSept23_Half3,Glycine betaine,1849137792,KinExp
240102_Poo_PooKinDissSept23_Half4,Glycine betaine,1818692096,KinExp
240102_Smp_G5_UKG1_A,Glycine betaine,233983472,KinExp
240102_Smp_G5_UKG1_B,Glycine betaine,239717024,KinExp
240102_Smp_G5_UKG1_C,Glycine betaine,146566704,KinExp
240102_Smp_LabBlk1_A,Glycine betaine,62985380,KinExp
240102_Smp_LabBlk1_B,Glycine betaine,72122064,KinExp
240102_Smp_LabBlk1_C,Glycine betaine,49574144,KinExp
240102_Smp_LabBlk2_A,Glycine betaine,69163232,KinExp
240102_Smp_LabBlk2_B,Glycine betaine,22916516,KinExp
240102_Smp_LabBlk2_C,Glycine betaine,62815320,KinExp
240102_Smp_LabBlk3_A,Glycine betaine,138572336,KinExp
240102_Smp_LabBlk3_B,Glycine betaine,99664552,KinExp
240102_Smp_LabBlk3_C,Glycine betaine,91969248,KinExp
240102_Smp_LabBlk4_A,Glycine betaine,112305808,KinExp
240102_Smp_LabBlk4_B,Glycine betaine,108620912,KinExp
240102_Smp_LabBlk4_C,Glycine betaine,113979032,KinExp
240102_Smp_LabBlk5_A,Glycine betaine,172627856,KinExp
240102_Smp_LabBlk5_B,Glycine betaine,409360896,KinExp
240102_Smp_LabBlk5_C,Glycine betaine,148321424,KinExp
240102_Smp_RC078_S7_C3_D6_A,Glycine betaine,10704825344,KinExp
240102_Smp_RC078_S7_C3_D6_B,Glycine betaine,14040279040,KinExp
